time,Lsol,Gsol,Csol,Isol,Tsol,control
0.0,0.0,0.0,4.0,0.3,0.2,0.9991378739216747
0.001001001001001001,0.0009987495667453077,0.0008264575576364938,3.9995342203462196,0.30013538760277625,0.20004848905019895,0.9991386140032634
0.002002002002002002,0.001996674417526269,0.0016520669806147123,3.9990693546574536,0.30027069131619083,0.20009698467180922,0.9991393224778221
0.003003003003003003,0.0029937752024880747,0.002476664342310212,3.998605401233966,0.30040591113952525,0.200145486873307,0.9991399998051336
0.004004004004004004,0.003990052571696145,0.00330008639124987,3.998142358214296,0.30054104707216855,0.200193995663159,0.9991406464425253
0.005005005005005005,0.00498550717513375,0.004122170614766824,3.997680223576128,0.3006760991136357,0.20024251104982105,0.9991412628448499
0.006006006006006006,0.0059801396626996,0.004942755302082078,3.997218995137221,0.30081106726358536,0.20029103304173626,0.9991418494644633
0.007007007007007007,0.00697395068420543,0.005761679606776912,3.9967586705564018,0.3009459515218382,0.2003395616473337,0.9991424067512019
0.008008008008008008,0.007966940889373551,0.006578783608620766,3.99629924733462,0.3010807518883943,0.2003880968750267,0.9991429351523622
0.009009009009009009,0.00895911092783439,0.007393908374719918,3.9958407228160606,0.3012154683634514,0.20043663873321133,0.9991434351126768
0.01001001001001001,0.00995046144912401,0.008206896019952852,3.99538309418932,0.30135010094742226,0.20048518723026484,0.9991439070742922
0.011011011011011011,0.010940993102681597,0.009017589766658906,3.9949263584886356,0.3014846496409521,0.20053374237454416,0.9991443514767451
0.012012012012012012,0.011930706537846943,0.009825834003547437,3.994470512595181,0.3016191144449362,0.2005823041743843,0.999144768756939
0.013013013013013013,0.012919602403857899,0.01063147434379544,3.9940155532384107,0.30175349536053697,0.20063087263809695,0.9991451593491211
0.014014014014014014,0.013907681349847802,0.011434357682302297,3.9935614769974657,0.30188779238920105,0.2006794477739689,0.9991455236848573
0.015015015015015015,0.014894944024842887,0.012234332252071045,3.9931082803026334,0.30202200553267633,0.2007280295902605,0.9991458621930092
0.016016016016016016,0.01588139107775968,0.01303124767968633,3.9926559594368616,0.3021561347930287,0.20077661809520433,0.9991461752997094
0.017017017017017015,0.016867023157402357,0.013824955039859994,3.992204510537326,0.3022901801726587,0.20082521329700356,0.9991464634283376
0.018018018018018018,0.017851840912460098,0.01461530690901603,3.991753929597051,0.30242414167431775,0.20087381520383063,0.9991467269994958
0.01901901901901902,0.0188358449915044,0.01540215741788749,3.991304212466581,0.30255801930112486,0.20092242382382572,0.9991469664309853
0.02002002002002002,0.019819036042986387,0.0161853623030987,3.990855354855703,0.30269181305658227,0.2009710391650954,0.9991471821377813
0.02102102102102102,0.020801414715234084,0.016964778957707094,3.990407352335216,0.3028255229445916,0.2010196612357112,0.9991473745320087
0.022022022022022022,0.02178298165644968,0.017740266480679702,3.9899602003387535,0.3029591489694695,0.20106829004370816,0.9991475440229196
0.023023023023023025,0.02276373751470676,0.018511685725280388,3.9895138941646486,0.3030926911359632,0.20111692559708352,0.9991476910168675
0.024024024024024024,0.023743682937947517,0.019278899346344625,3.989068428977846,0.3032261494492657,0.2011655679037953,0.999147815917285
0.025025025025025023,0.024722818573979958,0.020041771846419722,3.988623799811861,0.30335952391503085,0.20121421697176103,0.9991479191246594
0.026026026026026026,0.025701145070475065,0.020800169620749116,3.9881800015707793,0.30349281453938853,0.20126287280885635,0.9991480010365104
0.02702702702702703,0.026678663074963953,0.021553961001080476,3.9877370290313006,0.3036260213289589,0.20131153542291375,0.9991480620473654
0.028028028028028028,0.027655373234835,0.022303016298278164,3.9872948768448238,0.30375914429086703,0.2013602048217212,0.9991481025487383
0.029029029029029027,0.028631276197330958,0.02304720784372163,3.9868535395395703,0.3038921834327572,0.20140888101302104,0.9991481229291066
0.03003003003003003,0.029606372609546048,0.02378641002947221,3.9864130115227483,0.3040251387628066,0.20145756400450854,0.9991481235738883
0.031031031031031032,0.030580663118423036,0.024520499347191863,3.985973287082752,0.3041580102897393,0.20150625380383078,0.9991481048654214
0.03203203203203203,0.031554148370750275,0.02524935442579824,3.985534360391398,0.3042907980228396,0.20155495041858537,0.9991480671829416
0.03303303303303303,0.03252682901315875,0.02597285606784155,3.985096225506199,0.3044235019719652,0.20160365385631937,0.999148010902562
0.03403403403403403,0.033498705692119095,0.02669088728458963,3.984658876372665,0.30455612214756045,0.20165236412452794,0.9991479363972517
