TreatmentPeriod0,TreatmentPeriod1,TGFAmountTreatment,IFNAmountTreatment,CancerFreePeriod0,CancerFreePeriod1,RelapsePeriod0,TGFAmountRelapse,IFNAmountRelapse,totTGFAmount,totIFNAmount,RelapsePeriod,frequency
0.0,0.8128128128128128,0.8128128128128128,1.6256256256256256,0.8128128128128128,10.632632632632633,10.632632632632633,5.0,10.0,5.812812812812813,11.625625625625625,11.630630630630634,0.08597986057319905
