Coninj_t1,Coninj_t2
0.0,1.0
2.0,3.0
4.0,4.5125125125125125
14.482482482482482,15.482482482482482
26.128128128128125,27.128128128128125
37.75875875875876,38.75875875875876
49.38938938938939,50.38938938938939
