Coninj_t1,Coninj_t2
0.0,0.8128128128128128
10.632632632632633,11.632632632632633
22.27827827827828,23.27827827827828
33.90890890890891,34.90890890890891
45.53953953953955,46.53953953953955
57.17017017017018,58.17017017017018
