C0,I0,TreatmentPeriod0,TreatmentPeriod1,TGFAmountTreatment,RelapsePeriod0,RelapsePeriod1,TGFAmountRelapse,RelapsePeriod,frequency,totTGFAmount
3,2.0,0.0,0.8408408408408409,0.8408408408408409,12.417417417417415,51.273273273273276,4.0,12.951951951951955,0.07720843960120563,4.8408408408408405
1,2.0,5.045045045045045,6.045045045045044,1.0,17.996996996996998,56.85285285285286,4.0,12.951951951951955,0.07720843960120563,5.0
1,0.5,0.0,1.0,1.0,12.850850850850849,51.70670670670671,4.0,12.951951951951955,0.07720843960120563,5.0
4,0.3,0.0,10.033033033033034,5.033033033033035,20.108108108108112,58.97897897897898,4.0,12.966966966966964,0.07711903659101438,9.033033033033034
