time,Lsol,Gsol,Csol,Ssol,Isol,Tsol,uLcontrol,uScontrol
0.0,0.0,0.0,1.0,0.0,2.0,0.2,0.0,0.0
0.02002002002002002,0.0,0.016400558572500296,0.9918665085353772,0.0,2.000163815091089,0.20032583837180634,0.0,0.0
0.04004004004004004,0.0,0.03253213882351058,0.9842134952356492,0.0,2.000639705824253,0.2006508772723823,0.0,0.0
0.06006006006006006,0.0,0.048399152147747176,0.9770232352895317,0.0,2.001404895103012,0.20097517990785096,0.0,0.0
0.08008008008008008,0.0,0.064005937590589,0.9702786655267727,0.0,2.002437347525286,0.2012988078577957,0.0,0.0
0.10010010010010009,0.0,0.07935676303464703,0.963963364610637,0.0,2.0037157722870598,0.20162182112212362,0.0,0.0
0.12012012012012012,0.0,0.09445582636687358,0.9580615329759719,0.0,2.0052196232147965,0.20194427816761912,0.0,0.0
0.14014014014014015,0.0,0.10930725662653004,0.9525579726321255,0.0,2.006929096207889,0.20226623597403426,0.0,0.0
0.16016016016016016,0.0,0.12391511513432761,0.9474380669396378,0.0,2.008825124362429,0.20258775007958293,0.0,0.0
0.18018018018018017,0.0,0.13828339660304925,0.9426877604591085,0.0,2.010889371035383,0.20290887462572302,0.0,0.0
0.20020020020020018,0.0,0.15241603022995695,0.9382935389601894,0.0,2.0131042210944754,0.20322966240112822,0.0,0.0
0.22022022022022023,0.0,0.16631688077128287,0.9342424096684007,0.0,2.015452770584186,0.2035501648847663,0.0,0.0
0.24024024024024024,0.0,0.1799897495990982,0.9305218818175848,0.0,2.0179188150227216,0.20387043228801574,0.0,0.0
0.2602602602602603,0.0,0.19343837574084882,0.927119947566379,0.0,2.0204868365289754,0.20419051359576532,0.0,0.0
0.2802802802802803,0.0,0.206666436901842,0.9240250633281976,0.0,2.0231419899626415,0.2045104566064538,0.0,0.0
0.3003003003003003,0.0,0.2196775504709637,0.9212261315559099,0.0,2.0258700882450706,0.20483030797101767,0.0,0.0
0.3203203203203203,0.0,0.23247527450990157,0.9187124830147314,0.0,2.0286575870133032,0.20515011323072424,0.0,0.0
0.34034034034034033,0.0,0.24506310872614415,0.916473859569803,0.0,2.0314915687451793,0.205469916853877,0.0,0.0
0.36036036036036034,0.0,0.2574444954300223,0.9145003975085515,0.0,2.0343597264795767,0.20578976227138696,0.0,0.0
0.38038038038038036,0.0,0.26962282047605474,0.912782611412162,0.0,2.0372503472427828,0.20610969191121092,0.0,0.0
0.40040040040040037,0.0,0.28160141418885476,0.911311378585353,0.0,2.0401522952797744,0.20642974723166357,0.0,0.0
0.42042042042042044,0.0,0.2933835522738518,0.9100779240490928,0.0,2.04305499517782,0.20674996875361495,0.0,0.0
0.44044044044044045,0.0,0.3049724567130766,0.9090738060968936,0.0,2.0459484149593004,0.20707039609158967,0.0,0.0
0.46046046046046046,0.0,0.3163712966462548,0.9082909024118516,0.0,2.0488230492110087,0.20739106798378737,0.0,0.0
0.4804804804804805,0.0,0.32758318923745033,0.9077213967386051,0.0,2.0516699023083484,0.2077120223210474,0.0,0.0
0.5005005005005005,0.0,0.3386112005274954,0.907357766101841,0.0,2.0544804717848395,0.20803329617478292,0.0,0.0
0.5205205205205206,0.0,0.3494583462724398,0.9071927685608452,0.0,2.0572467318900696,0.2083549258239114,0.0,0.0
0.5405405405405406,0.0,0.3601275927682499,0.9072194314878235,0.0,2.059961117372693,0.20867694678081086,0.0,0.0
0.5605605605605606,0.0,0.37062185766198097,0.9074310403562926,0.0,2.062616507519209,0.20899939381633098,0.0,0.0
0.5805805805805806,0.0,0.38094401074964707,0.9078211280247015,0.0,2.065206210474014,0.20932230098389035,0.0,0.0
0.6006006006006006,0.0,0.3910968747610046,0.9083834644995796,0.0,2.067723947861559,0.2096457016426908,0.0,0.0
0.6206206206206206,0.0,0.4010832261314652,0.909112047161873,0.0,2.0701638397273316,0.20996962848008036,0.0,0.0
0.6406406406406406,0.0,0.410905795761349,0.9100010914397,0.0,2.072520389810737,0.21029411353309607,0.0,0.0
0.6606606606606606,0.0,0.42056726976268544,0.911045021910509,0.0,2.074788471159772,0.2106191882092183,0.0,0.0
0.6806806806806807,0.0,0.4300702901937663,0.9122384638155242,0.0,2.076963312094603,0.21094488330636707,0.0,0.0
0.7007007007007007,0.0,0.43941745578165153,0.9135762349694027,0.0,2.0790404825247384,0.21127122903217133,0.0,0.0
0.7207207207207207,0.0,0.44861132263282577,0.9150533380481702,0.0,2.0810158806223975,0.21159825502254057,0.0,0.0
0.7407407407407407,0.0,0.45765440493219955,0.9166649532387515,0.0,2.082885719852888,0.21192599035956844,0.0,0.0
0.7607607607607607,0.0,0.4665491756306465,0.9184064312337219,0.0,2.084646516361265,0.21225446358879646,0.0,0.0
0.7807807807807807,0.0,0.47529806712126466,0.9202732865552973,0.0,2.086295076713248,0.21258370273586585,0.0,0.0
0.8008008008008007,0.0,0.48390347190454647,0.9222611911930081,0.0,2.0878284859872824,0.2129137353225839,0.0,0.0
0.8208208208208209,0.0,0.49236774324264,0.9243659685399781,0.0,2.0892440962137195,0.21324458838243107,0.0,0.0
0.8408408408408409,0.0,0.5006931958028796,0.9265835876132306,0.0,2.090539515156334,0.21357628847553387,0.0,0.0
0.8608608608608609,0.0,0.5088821062907625,0.9289101575439694,0.0,2.091712595430799,0.21390886170312734,0.0,0.0
0.8808808808808809,0.0,0.5169367140725438,0.9313419223243202,0.0,2.092761423954235,0.21424233372153073,0.0,0.0
0.9009009009009009,0.0,0.5248592217876216,0.9338752557975629,0.0,2.0936843117195822,0.21457672975565834,0.0,0.0
