TGFinjall,TGFinj2all,IFNinjall,IFNinj2all
0.0,1.0,2.0,3.0
4.0,5.0,6.0,7.0
8.0,9.0,10.0,10.91091091091091
17.57757757757758,18.57757757757758,19.57757757757758,20.57757757757758
28.945945945945947,29.945945945945947,30.945945945945947,31.945945945945947
40.254254254254256,41.254254254254256,42.254254254254256,43.254254254254256
51.58258258258259,52.58258258258259,53.58258258258259,54.58258258258259
