C0,I0,TreatmentPeriod0,TreatmentPeriod1,TGFAmountTreatment,IFNAmountTreatment,CancerFreePeriod0,CancerFreePeriod1,RelapsePeriod0,TGFAmountRelapse,IFNAmountRelapse,totTGFAmount,totIFNAmount,RelapsePeriod,frequency
3,2.0,0.0,0.8128128128128128,0.8128128128128128,1.6256256256256256,0.8128128128128128,10.632632632632632,10.632632632632632,5.0,10.0,5.812812812812813,11.625625625625625,11.630630630630634,0.08597986057319905
1,2.0,3.903903903903904,4.903903903903903,1.0000000000000004,2.000000000000001,4.903903903903903,15.534534534534533,15.534534534534533,4.0,8.0,5.0,10.0,11.630630630630634,0.08597986057319905
1,0.5,0.0,0.951951951951952,0.951951951951952,1.903903903903904,0.951951951951952,11.327327327327328,11.327327327327328,5.0,10.0,5.951951951951952,11.903903903903904,11.630630630630634,0.08597986057319905
4,0.3,0.0,4.5125125125125125,2.5125125125125125,9.075075075075075,4.5125125125125125,14.482482482482483,14.482482482482483,4.0,8.0,6.5125125125125125,17.075075075075073,11.630630630630634,0.08597986057319905
