C0,I0,TreatmentPeriod0,TreatmentPeriod1,TGFAmountTreatment,RelapsePeriod0,RelapsePeriod1,TGFAmountRelapse,RelapsePeriod,frequency,totTGFAmount
3,2.0,0.0,1.0,1.0,12.751751751751751,51.487487487487485,4.0,12.911911911911915,0.07744786417551748,5.0
1,2.0,5.005005005005005,6.005005005005004,1.0,17.916916916916918,56.65265265265265,4.0,12.911911911911908,0.07744786417551751,5.0
1,0.5,0.0,1.0,1.0,12.850850850850849,51.70670670670671,4.0,12.951951951951955,0.07720843960120563,5.0
4,0.3,0.0,10.31831831831832,5.318318318318318,21.38938938938939,47.213213213213216,3.0,12.911911911911908,0.07744786417551751,8.318318318318319
