C0,I0,TreatmentPeriod0,TreatmentPeriod1,TGFAmountTreatment,IFNAmountTreatment,CancerFreePeriod0,CancerFreePeriod1,RelapsePeriod0,RelapsePeriod1,TGFAmountRelapse,IFNAmountRelapse,totTGFAmount,totIFNAmount,RelapsePeriod,frequency
3,2.0,8.560560560560559,11.56056056056056,1.9129129129129128,2.0,11.56056056056056,19.94894894894895,19.94894894894895,56.89389389389389,4.0,8.0,5.912912912912913,10.0,11.328328328328324,0.08827427763541577
1,2.0,3.603603603603604,6.603603603603604,1.0000000000000004,2.0,6.603603603603604,14.911911911911911,14.911911911911911,51.836836836836845,4.0,8.0,5.0,10.0,11.308308308308305,0.0884305567849872
1,0.5,9.856856856856858,2.5495495495495497,2.0,3.0990990990990994,12.856856856856856,21.205205205205207,9.856856856856858,58.150150150150154,3.0,6.0,6.0,11.0990990990991,11.328328328328324,0.08827427763541577
4,0.3,0.0,10.910910910910909,3.0,11.465465465465465,10.0,17.57757757757758,17.57757757757758,31.94594594594595,4.0,8.0,7.0,19.465465465465464,11.328328328328332,0.08827427763541572
