IFNinj_t1,IFNinj_t2
17.097097097097098,18.097097097097098
20.7997997997998,21.7997997997998
24.5025025025025,25.5025025025025
28.185185185185183,29.185185185185183
31.887887887887885,32.887887887887885
35.57057057057057,36.57057057057057
39.25325325325325,40.25325325325325
42.95595595595595,43.95595595595595
46.63863863863863,47.63863863863863
50.321321321321314,51.321321321321314
54.024024024024015,55.024024024024015
57.7067067067067,58.7067067067067
